age,job,marital,education,default,housing,contact,month,duration
35,services,single,university.degree,no,unknown,cellular,aug,419
78,retired,married,basic.4y,no,no,cellular,jul,1148
27,services,single,high.school,no,no,cellular,jul,423
55,technician,married,university.degree,no,no,telephone,may,349
51,retired,married,basic.9y,no,yes,cellular,nov,259
41,technician,married,professional.course,no,yes,cellular,may,204
54,retired,married,high.school,no,no,cellular,nov,172
46,admin.,divorced,high.school,no,yes,telephone,oct,3253
30,admin.,married,university.degree,no,no,cellular,nov,329
33,blue-collar,single,basic.9y,unknown,yes,telephone,jun,280
38,services,divorced,high.school,no,no,cellular,jul,503
36,blue-collar,married,high.school,no,no,telephone,may,286
36,blue-collar,married,unknown,no,yes,cellular,may,349
46,technician,divorced,professional.course,no,yes,cellular,jul,165
40,admin.,married,university.degree,no,yes,telephone,jun,606
38,blue-collar,single,university.degree,unknown,no,telephone,may,894
35,technician,married,professional.course,no,yes,telephone,jun,117
55,blue-collar,divorced,basic.4y,unknown,no,telephone,may,148
49,blue-collar,married,basic.9y,unknown,no,telephone,may,813
36,admin.,single,high.school,no,no,cellular,apr,140
42,admin.,married,university.degree,no,no,cellular,aug,81
48,admin.,divorced,unknown,no,yes,cellular,may,16
40,management,single,university.degree,no,no,cellular,jul,309
53,technician,married,professional.course,no,yes,cellular,aug,178
42,blue-collar,married,high.school,unknown,no,telephone,jun,257
40,admin.,married,university.degree,unknown,yes,telephone,may,163
38,admin.,single,university.degree,no,yes,telephone,jul,195
34,admin.,single,university.degree,no,yes,cellular,aug,98
36,blue-collar,single,basic.4y,no,yes,telephone,jun,250
38,admin.,divorced,university.degree,no,no,cellular,may,79
32,admin.,married,high.school,no,no,cellular,may,187
32,services,married,basic.4y,unknown,no,cellular,jul,891
49,entrepreneur,married,university.degree,no,yes,cellular,apr,334
35,admin.,married,high.school,unknown,no,cellular,may,585
38,management,married,university.degree,no,no,cellular,nov,61
38,technician,single,university.degree,no,yes,cellular,jul,210
28,blue-collar,single,high.school,no,no,cellular,may,16
26,technician,single,professional.course,no,yes,cellular,sep,249
27,admin.,single,high.school,no,no,cellular,jul,192
59,retired,married,basic.6y,no,yes,cellular,jul,807
26,services,single,high.school,no,no,telephone,may,155
38,technician,single,professional.course,no,yes,cellular,jul,268
39,entrepreneur,single,basic.6y,no,yes,telephone,may,77
30,services,married,unknown,no,yes,telephone,may,274
40,technician,married,university.degree,unknown,no,cellular,jul,185
37,admin.,divorced,university.degree,unknown,yes,cellular,may,31
31,services,married,basic.9y,no,no,cellular,apr,74
47,admin.,divorced,university.degree,no,yes,cellular,aug,94
54,blue-collar,married,high.school,no,yes,cellular,may,184
32,management,married,university.degree,no,yes,cellular,nov,1067
41,technician,married,professional.course,no,unknown,telephone,may,154
55,technician,married,professional.course,no,no,cellular,may,543
80,retired,married,basic.4y,no,no,cellular,may,382
29,technician,married,professional.course,no,no,telephone,may,492
32,admin.,single,university.degree,no,yes,cellular,may,412
47,admin.,single,university.degree,no,no,cellular,aug,310
49,blue-collar,divorced,basic.4y,unknown,no,telephone,jun,122
33,blue-collar,married,basic.6y,no,no,telephone,may,1183
51,admin.,married,high.school,no,no,cellular,nov,286
40,entrepreneur,married,university.degree,no,yes,cellular,aug,145
44,services,divorced,high.school,no,no,cellular,may,903
28,self-employed,single,basic.9y,no,yes,telephone,may,4
46,technician,married,professional.course,no,no,cellular,nov,64
46,entrepreneur,married,university.degree,no,yes,telephone,may,105
52,self-employed,married,basic.9y,unknown,yes,telephone,may,90
25,student,single,high.school,no,no,telephone,nov,345
31,entrepreneur,single,basic.6y,unknown,yes,telephone,jun,12
38,blue-collar,divorced,unknown,no,no,telephone,may,258
52,blue-collar,married,basic.4y,no,yes,cellular,apr,249
39,admin.,divorced,university.degree,no,no,cellular,jul,375
44,admin.,divorced,high.school,no,yes,telephone,nov,1628
39,admin.,single,high.school,no,yes,cellular,jul,361
54,retired,married,basic.4y,no,yes,cellular,apr,840
55,retired,married,university.degree,no,yes,cellular,jul,188
46,admin.,divorced,basic.9y,no,yes,telephone,may,56
55,blue-collar,divorced,basic.4y,unknown,yes,cellular,apr,164
45,services,married,high.school,no,yes,cellular,apr,651
29,blue-collar,single,basic.9y,no,no,cellular,oct,107
46,technician,divorced,professional.course,no,no,cellular,jul,231
50,unknown,married,unknown,unknown,yes,telephone,jul,237
39,blue-collar,married,basic.4y,unknown,yes,cellular,jul,157
50,admin.,married,university.degree,no,no,telephone,may,20
34,admin.,married,university.degree,no,no,telephone,may,1167
36,entrepreneur,married,university.degree,no,no,telephone,may,386
29,blue-collar,single,basic.4y,no,yes,cellular,nov,104
43,housemaid,married,basic.4y,unknown,no,telephone,may,228
42,unemployed,married,high.school,unknown,no,telephone,may,181
51,housemaid,married,unknown,no,yes,cellular,aug,121
26,blue-collar,single,basic.9y,no,yes,cellular,jul,369
31,student,single,unknown,no,yes,cellular,aug,868
47,blue-collar,married,basic.4y,unknown,yes,telephone,jun,168
54,blue-collar,single,basic.9y,no,yes,cellular,apr,14
40,technician,married,professional.course,no,yes,cellular,aug,258
29,admin.,married,university.degree,no,no,cellular,jun,347
39,blue-collar,married,basic.9y,unknown,yes,cellular,may,327
55,blue-collar,married,basic.4y,no,no,cellular,jul,525
43,technician,married,professional.course,no,no,telephone,may,265
26,self-employed,single,university.degree,no,no,cellular,may,78
33,technician,divorced,professional.course,no,yes,cellular,aug,170
42,entrepreneur,married,basic.4y,unknown,yes,telephone,jul,485
36,admin.,married,university.degree,no,yes,cellular,apr,506
33,blue-collar,married,basic.6y,no,yes,cellular,apr,351
36,technician,single,high.school,no,yes,cellular,aug,629
45,unknown,married,unknown,unknown,no,telephone,may,315
39,technician,married,professional.course,no,no,telephone,may,273
36,admin.,unknown,university.degree,no,yes,cellular,aug,529
28,admin.,married,university.degree,no,no,cellular,aug,161
38,blue-collar,married,basic.9y,no,no,telephone,jun,333
49,blue-collar,married,basic.4y,unknown,no,telephone,may,122
38,management,single,university.degree,no,no,cellular,jul,76
36,blue-collar,single,basic.9y,no,no,cellular,jul,234
51,blue-collar,married,university.degree,no,yes,cellular,may,99
57,retired,married,professional.course,unknown,no,cellular,jul,1720
44,services,divorced,high.school,no,yes,cellular,may,533
27,admin.,single,university.degree,no,yes,cellular,aug,429
58,management,divorced,university.degree,no,yes,telephone,jul,174
28,services,single,high.school,no,no,telephone,jun,406
41,admin.,married,university.degree,no,no,cellular,aug,766
34,blue-collar,married,basic.9y,no,yes,telephone,jun,232
29,services,single,high.school,no,yes,cellular,jun,431
55,blue-collar,divorced,basic.4y,unknown,no,cellular,may,130
37,technician,single,university.degree,no,yes,cellular,aug,481
18,student,single,unknown,no,yes,cellular,may,183
39,blue-collar,married,professional.course,unknown,yes,telephone,jun,27
36,blue-collar,married,basic.9y,no,no,telephone,may,360
34,blue-collar,married,basic.9y,no,no,cellular,may,50
35,blue-collar,married,basic.9y,no,yes,cellular,nov,212
36,unemployed,married,university.degree,no,no,cellular,jul,616
55,admin.,married,high.school,no,no,cellular,apr,307
50,blue-collar,married,basic.4y,no,no,cellular,jul,1130
37,blue-collar,married,professional.course,no,yes,cellular,apr,93
24,student,single,high.school,no,no,telephone,jun,132
57,technician,married,university.degree,unknown,no,telephone,may,76
59,retired,divorced,high.school,no,yes,cellular,apr,247
32,admin.,single,university.degree,no,yes,cellular,sep,69
36,self-employed,divorced,professional.course,unknown,yes,cellular,jul,110
48,management,married,university.degree,no,yes,cellular,nov,747
33,admin.,single,university.degree,unknown,unknown,cellular,aug,313
43,technician,divorced,professional.course,no,yes,telephone,jun,99
39,blue-collar,married,unknown,no,no,telephone,may,496
26,blue-collar,single,high.school,no,no,cellular,may,49
47,admin.,divorced,high.school,no,yes,cellular,sep,188
24,technician,single,professional.course,no,yes,cellular,jul,171
35,self-employed,married,university.degree,no,no,telephone,nov,81
26,student,single,basic.9y,no,yes,cellular,oct,75
31,unemployed,single,university.degree,no,yes,cellular,may,11
33,blue-collar,single,high.school,no,no,cellular,may,2301
53,admin.,single,high.school,no,yes,telephone,apr,75
43,technician,married,professional.course,no,no,cellular,may,460
34,technician,single,professional.course,no,yes,telephone,aug,64
41,technician,single,professional.course,no,yes,cellular,aug,54
33,blue-collar,married,basic.6y,unknown,no,cellular,may,139
33,technician,married,professional.course,no,no,telephone,jun,220
47,technician,married,unknown,unknown,yes,cellular,jul,239
29,admin.,married,high.school,no,yes,cellular,aug,36
25,blue-collar,single,basic.9y,no,no,cellular,may,170
35,admin.,married,high.school,unknown,no,telephone,may,66
29,technician,married,professional.course,no,yes,cellular,jul,332
57,retired,married,university.degree,no,no,cellular,apr,81
49,unemployed,married,basic.6y,unknown,no,cellular,apr,68
35,admin.,married,university.degree,no,yes,telephone,may,150
31,blue-collar,married,basic.6y,no,no,telephone,may,439
43,admin.,married,high.school,no,no,cellular,nov,127
34,blue-collar,married,basic.6y,no,yes,cellular,jul,320
38,admin.,single,university.degree,no,yes,telephone,jun,284
43,admin.,married,university.degree,no,yes,cellular,aug,281
38,management,married,university.degree,no,yes,cellular,nov,83
46,blue-collar,married,professional.course,no,no,telephone,may,247
39,admin.,single,high.school,unknown,no,telephone,may,344
47,entrepreneur,married,professional.course,no,no,telephone,may,400
25,blue-collar,single,basic.4y,no,yes,telephone,may,304
38,management,married,high.school,no,no,telephone,may,776
36,technician,married,professional.course,no,no,telephone,jun,247
30,admin.,married,university.degree,no,yes,cellular,apr,496
34,admin.,single,university.degree,no,yes,cellular,mar,568
47,self-employed,married,university.degree,no,unknown,cellular,aug,95
46,entrepreneur,married,high.school,no,yes,cellular,aug,109
45,admin.,married,basic.9y,no,yes,telephone,may,173
38,housemaid,married,university.degree,no,yes,cellular,aug,295
30,housemaid,married,high.school,no,yes,telephone,may,207
31,management,divorced,university.degree,no,yes,cellular,may,156
52,admin.,divorced,high.school,no,no,cellular,jul,87
48,unemployed,divorced,basic.4y,no,no,telephone,jun,119
27,blue-collar,single,basic.6y,no,no,telephone,jul,68
43,blue-collar,married,basic.4y,unknown,yes,telephone,jun,173
45,blue-collar,married,basic.6y,unknown,no,telephone,jun,333
32,admin.,married,university.degree,no,yes,cellular,aug,152
30,admin.,married,university.degree,unknown,yes,cellular,aug,142
60,retired,married,professional.course,no,yes,cellular,aug,448
32,admin.,single,basic.9y,no,yes,cellular,jul,77
32,blue-collar,married,basic.9y,no,no,telephone,jun,78
54,entrepreneur,married,university.degree,no,yes,telephone,jun,39
53,management,married,high.school,no,yes,cellular,may,8
36,admin.,single,unknown,no,no,cellular,jul,209
27,technician,single,high.school,no,yes,telephone,may,43
29,blue-collar,married,basic.6y,no,no,cellular,may,342
55,unemployed,single,basic.4y,unknown,unknown,telephone,may,147
38,admin.,married,high.school,no,yes,telephone,may,26
28,blue-collar,single,basic.4y,unknown,no,cellular,jul,186
37,admin.,single,high.school,no,yes,cellular,jul,316
37,housemaid,married,high.school,unknown,yes,cellular,aug,481
30,technician,single,university.degree,unknown,yes,cellular,aug,78
32,admin.,single,university.degree,no,yes,cellular,aug,159
43,technician,single,university.degree,no,yes,cellular,jul,534
35,blue-collar,single,basic.9y,no,yes,cellular,jul,126
47,blue-collar,married,unknown,unknown,no,telephone,may,1334
42,technician,married,professional.course,no,no,cellular,aug,295
39,blue-collar,married,basic.6y,no,yes,cellular,nov,391
41,entrepreneur,married,university.degree,no,yes,telephone,may,1138
38,admin.,married,professional.course,no,no,cellular,jul,182
29,services,single,high.school,unknown,yes,cellular,jul,289
33,blue-collar,married,basic.9y,no,yes,cellular,jul,1019
41,admin.,single,university.degree,no,yes,cellular,apr,279
45,management,married,basic.9y,no,yes,cellular,may,165
35,admin.,married,university.degree,no,yes,cellular,aug,146
56,retired,married,basic.6y,no,yes,telephone,apr,172
30,admin.,single,university.degree,no,yes,cellular,may,188
41,management,divorced,university.degree,unknown,yes,telephone,may,341
41,blue-collar,married,basic.9y,unknown,no,telephone,may,105
31,technician,married,professional.course,no,no,telephone,may,157
29,technician,single,professional.course,no,yes,cellular,aug,202
38,unknown,divorced,high.school,unknown,yes,telephone,may,73
48,blue-collar,married,basic.9y,no,no,telephone,may,284
24,student,single,high.school,no,yes,cellular,jul,316
53,blue-collar,divorced,basic.4y,no,no,cellular,jul,64
56,self-employed,married,basic.9y,no,yes,telephone,aug,41
32,technician,single,university.degree,unknown,yes,cellular,aug,322
29,admin.,single,university.degree,no,no,cellular,apr,71
32,management,married,university.degree,no,yes,cellular,aug,106
28,student,single,high.school,no,yes,telephone,jun,604
